ID;Code;Name;Coordinates;Description;Zone ID;URL;Location Type;Parent Station ID;Timezone;Wheelchair Boarding
GARVIB-E;117813;GARE VIEUX BRIOLLAY;47.572999, -0.4825470000000001;;;;0;;Europe/Paris;0
TINELL-E;996881;TINELLIÈRE;47.483942, -0.431535;;;;0;;Europe/Paris;0
PARCGA-E;16675;GARENNE;47.478341, -0.5765030000000001;;;;0;;Europe/Paris;1
WSTG-E;45847;SAINT GILLES;47.506763, -0.5895640000000001;;;;0;;Europe/Paris;0
BAUNBRIA;109894;CHÂTEAU BRIANÇON;47.503481, -0.351515;;;;0;;Europe/Paris;0
POUILLE;25650;POUILLE;47.432768, -0.5317520000000001;;;;0;;Europe/Paris;1
MERCIE-E;11750;MERCIER;47.492614, -0.4584600000000001;;;;0;;Europe/Paris;0
CHATENAY;2146;CHATENAY;47.48273, -0.5211780000000001;;;;0;;Europe/Paris;1
BUISSO-E;5587;TRELAZE BUISSON;47.441901, -0.4839600000000001;;;;0;;Europe/Paris;1
SCANIA-E;14160;SCANIA;47.493612, -0.5222260000000001;;;;0;;Europe/Paris;0
ROUAIRIE;19971;ROUAIRIE;47.47569, -0.6389200000000002;;;;0;;Europe/Paris;1
DAGUERRE;2483;DOJO DAGUERRE;47.446639, -0.5063140000000002;;;;0;;Europe/Paris;0
CAMLAC-E;1059;LAC DE MAINE CAMPING;47.457702, -0.5972280000000001;;;;0;;Europe/Paris;1
DIONNIER;4977;DIONNIERE;47.543693, -0.4850560000000001;;;;0;;Europe/Paris;0
VALEO;20234;VALEO;47.502137, -0.5169340000000001;;;;0;;Europe/Paris;1
GRANBELL;19824;GRANGE AUX BELLES;47.476672, -0.6285940000000001;;;;0;;Europe/Paris;1
LESGRA-E;324614;LES GRAPPES;47.426565, -0.301213;;;;0;;Europe/Paris;0
SALET-AR;91682;SALETTE;47.512493, -0.587165;;;;0;;Europe/Paris;1
SARRIDEP;398822;SARRIGNE LES PLANTES;47.502404, -0.379272;;;;0;;Europe/Paris;1
JANEQU-E;292536;COLLEGE JANEQUIN;47.498117, -0.5915260000000001;;;;0;;Europe/Paris;0
SAILLE-E;29523;SAILLERIE;47.48653, -0.5067920000000001;;;;0;;Europe/Paris;0
MARIANNE;6575;MARIANNE;47.450169, -0.5310880000000001;;;;0;;Europe/Paris;1
VAUGA6;7338;VAUGAREAU;47.483714, -0.5286900000000001;;;;0;;Europe/Paris;1
SHEAKS-E;14745;SHAKESPEARE;47.461973, -0.61262;;;;0;;Europe/Paris;1
1BAMA;24604;BAMAKO;47.452165, -0.5564590000000001;;;;0;;Europe/Paris;1
AAMIPI-E;28632;AMIPI;47.463783, -0.6266750000000001;;;;0;;Europe/Paris;0
GROIES;14865;GROIES 1;47.494179, -0.404213;;;;0;;Europe/Paris;0
BEADI-AR;10612;MAIRIE DE BEAUCOUZE;47.474621, -0.6300880000000001;;;;0;;Europe/Paris;0
STLEGMAI;301813;MAIRIE DE SAINT LEGER;47.459096, -0.7098860000000001;;;;0;;Europe/Paris;0
BOURJOLY;84254;BOURG JOLY;47.408872, -0.313344;;;;0;;Europe/Paris;0
ARTAUD-E;14855;ARTAUD;47.433341, -0.610894;;;;0;;Europe/Paris;1
2JMOU;14673;JEAN MOULIN;47.490425, -0.5520750000000001;;;;0;;Europe/Paris;1
STSMAI-E;753560;MAIRIE DE SAINT SYLVAIN;47.519855, -0.4707230000000001;;;;0;;Europe/Paris;1
VALLO;23454;VALLON;47.463608, -0.6025910000000001;;;;0;;Europe/Paris;1
PTFILL-E;19116;PONT AUX FILLES;47.512662, -0.5150570000000001;;;;0;;Europe/Paris;0
CHEVRO-E;440202;LYCEE CHEVROLLIER;47.453911, -0.5574760000000001;;;;0;;Europe/Paris;0
CHENOI-E;903926;CHEMIN NOIR;47.529576, -0.5910200000000001;;;;0;;Europe/Paris;1
DEUVAL;17151;DEUX VALLÉES;47.568307, -0.4989000000000001;;;;0;;Europe/Paris;0
NARCE-E;672229;LYCÉE NARCÉ;47.444554, -0.427475;;;;0;;Europe/Paris;0
ROUSSI-E;228030;ROUSSIÈRE;47.574653, -0.6508340000000001;;;;0;;Europe/Paris;0
FRESNA-E;27900;FRESNAIES;47.448234, -0.5009000000000001;;;;0;;Europe/Paris;1
PONTLA-E;16421;PONT LAITIER;47.413199, -0.617199;;;;0;;Europe/Paris;1
CRBLAN-E;21587;CROIX BLANCHE;47.480756, -0.5171450000000001;;;;0;;Europe/Paris;0
POIVRE;690308;POIVRE;47.513532, -0.5930460000000001;;;;0;;Europe/Paris;1
ROIPOLO;883602;ROI DE POLOGNE;47.469514, -0.5612600000000001;;;;0;;Europe/Paris;0
VIGNES;18380;LES VIGNES;47.408901, -0.6263540000000001;;;;0;;Europe/Paris;1
REUSSI-E;366153;REUSSIERES;47.5693, -0.5643080000000001;;;;0;;Europe/Paris;0
GRCPRUNI;24782;GROUPE COMMERCIAL;47.44573, -0.6059080000000001;;;;0;;Europe/Paris;1
CHESNAIE;21405;LA CHESNAIE;47.437232, -0.5243110000000001;;;;0;;Europe/Paris;1
ORGEMONT;13154;ORGEMONT;47.447157, -0.5425570000000001;;;;0;;Europe/Paris;0
LANGEVIN;23618;LANGEVINE;47.477812, -0.6920100000000001;;;;0;;Europe/Paris;0
MATERN25;700;MARTINIERE;47.608553, -0.5637810000000001;;;;0;;Europe/Paris;0
BVALLEES;31943;BASSES VALLEES;47.579336, -0.4997410000000001;;;;0;;Europe/Paris;0
CORNBASC;78942;BASCULE CORNÉ;47.471633, -0.341125;;;;0;;Europe/Paris;0
RBRIOL-E;8269;ROUTE DE BRIOLLAY;47.486155, -0.5328600000000001;;;;0;;Europe/Paris;1
PROMENIE;26386;PROMENIERS;47.47731, -0.6313910000000001;;;;0;;Europe/Paris;1
COUBER-E;70;JEAN BOUIN SCOLAIRE;47.458882, -0.5328320000000001;;;;0;;Europe/Paris;0
TRINIT-E;29503;TRINITE;47.475166, -0.56178;;;;0;;Europe/Paris;1
BOULLE-E;15478;BOULLE;47.486505, -0.6286910000000001;;;;0;;Europe/Paris;1
CCOMMERC;3146;CENTRE COMMERCIAL;47.437849, -0.5269280000000001;;;;0;;Europe/Paris;1
DAGUVALA;929816;DAGUENIERE VAL D'AUTHION;47.41939, -0.428294;;;;0;;Europe/Paris;0
WALCOURT;20031;WALCOURT;47.463316, -0.4859670000000001;;;;0;;Europe/Paris;1
COLTRIE;31143;COLTRIE;47.485471, -0.6760100000000001;;;;0;;Europe/Paris;0
RIOTTEAU;29013;RIOTTEAU;47.443933, -0.4987890000000001;;;;0;;Europe/Paris;0
JEANNARC;590509;COLLEGE JEANNE D'ARC;47.520392, -0.4655900000000001;;;;0;;Europe/Paris;0
JERUSALE;23164;JERUSALEM;47.473053, -0.5302460000000001;;;;0;;Europe/Paris;1
SOLELE-E;26456;SOLEIL LEVANT;47.484894, -0.516754;;;;0;;Europe/Paris;1
CEEQUE-E;15981;CENTRE EQUESTRE;47.459571, -0.4845620000000001;;;;0;;Europe/Paris;1
PROVINS;14341;PROVINS;47.492528, -0.5024220000000001;;;;0;;Europe/Paris;1
DUBE-E;583889;DUBE;47.415419, -0.523256;;;;0;;Europe/Paris;0
VANDEL;63584;VANDELLANT;47.478031, -0.5210570000000001;;;;0;;Europe/Paris;1
TEMPLE;128919;TEMPLE;47.489541, -0.428495;;;;0;;Europe/Paris;0
MAUFINE;36835;MAUFINEE;47.502189, -0.5891710000000001;;;;0;;Europe/Paris;1
SOUL-E;22770;SOULAIRE;47.577519, -0.5541250000000001;;;;0;;Europe/Paris;0
PRTLAU-E;4444;PORT LAUNAY;47.52092, -0.5216260000000001;;;;0;;Europe/Paris;0
BASMOR-E;8169;BAS MORTIER;47.51532, -0.4744830000000001;;;;0;;Europe/Paris;1
SCHWE;32302;SCHWEITZER;47.482622, -0.5222640000000001;;;;0;;Europe/Paris;0
PICAS;26555;PICASSO;47.452988, -0.5231610000000001;;;;0;;Europe/Paris;1
PERRIERE;395213;PERRIÈRE;47.464766, -0.408236;;;;0;;Europe/Paris;0
GARDOT-E;17618;GARDOT;47.468284, -0.5331030000000001;;;;0;;Europe/Paris;1
PLGBEL-E;386009;BELLEVUE PLESSIS GRAMMOIRE;47.504687, -0.440328;;;;0;;Europe/Paris;0
BEAURE-E;6393;BEAUREPAIRE;47.474004, -0.5594870000000001;;;;0;;Europe/Paris;0
ANRO-11E;17931;ANGERS - ROSERAIE;47.444875, -0.5519260000000001;;;;0;;Europe/Paris;0
LUTIN -E;485;LUTIN;47.475729, -0.5341740000000001;;;;0;;Europe/Paris;1
GALILEE provisoire vers CV;;GALILEE reporté;47.456319, -0.6672550000000002;;;;0;;Europe/Paris;0
CHAMBO-E;22463;CHAMPBOUREAU;47.396673, -0.6367170000000001;;;;0;;Europe/Paris;0
MASJLI-E;20082;MAIRIE DE SAINT JEAN;47.458643, -0.6589270000000002;;;;0;;Europe/Paris;0
JEBOUTON;30254;JEAN BOUTTON;47.438577, -0.5073670000000001;;;;0;;Europe/Paris;1
RESTUNIV;27148;RESTAU U;47.479178, -0.6001980000000001;;;;0;;Europe/Paris;1
ALLEMAGN;7193;ALLEMAGNE;47.526667, -0.6019230000000001;;;;0;;Europe/Paris;1
CHEMONGA;921683;CHEMIN DE MONGAZON;47.484508, -0.4849220000000001;;;;0;;Europe/Paris;0
LACACCUE;15782;MAISON DE L'ENVIRONNEMENT;47.464238, -0.5939320000000001;;;;0;;Europe/Paris;1
CAMPBO-E;13123;CAMPING DE BOUCHEMAINE;47.419291, -0.6116390000000002;;;;0;;Europe/Paris;1
SAULA-E;997892;SAULAIE;47.528968, -0.4877470000000001;;;;0;;Europe/Paris;0
COUREAU;617489;COUREAU;47.420394, -0.368765;;;;0;;Europe/Paris;0
BEAULIEU;4126;BEAULIEU;47.495526, -0.4370260000000001;;;;0;;Europe/Paris;0
JUIGDEP;15142;JUIGNE;47.539949, -0.6153830000000001;;;;0;;Europe/Paris;0
PERRAUDI;3443;PERRAUDIÈRE ST LAMBERT;47.482274, -0.6811720000000001;;;;0;;Europe/Paris;0
STLEONCB;11495;SAINT LEONARD;47.459632, -0.5220570000000001;;;;0;;Europe/Paris;1
VALDE AR;13450;VAL DE MAINE;47.443074, -0.6124280000000001;;;;0;;Europe/Paris;1
CLOSDU-E;700600;CLOS DU VAU;47.57714, -0.4581420000000001;;;;0;;Europe/Paris;0
STEMEL-E;576181;SAINT MELAINE;47.370358, -0.4966200000000001;;;;0;;Europe/Paris;0
MAIRTREL;26533;MAIRIE DE TRELAZE;47.445663, -0.4691700000000001;;;;0;;Europe/Paris;1
LAFAUVEL;8205;LA FAUVELAIS;47.45217, -0.5127680000000001;;;;0;;Europe/Paris;0
LINOVE-E;7167;LINO VENTURA;47.44716, -0.5291890000000001;;;;0;;Europe/Paris;1
ALEROY;16814;ANDRE LEROY;47.464497, -0.5484980000000002;;;;0;;Europe/Paris;1
LACDMA-E;27440;LAC DE MAINE NAUTIQUE;47.461097, -0.5963840000000001;;;;0;;Europe/Paris;1
BALLOUR;23505;BALLOUR;47.483243, -0.5624640000000001;;;;0;;Europe/Paris;0
MORLIE-E;18333;MORLIÈRE;47.461561, -0.4823480000000001;;;;0;;Europe/Paris;1
CHAMPD;30452;CHAMPDOLLANT;47.556722, -0.5614330000000001;;;;0;;Europe/Paris;0
LEGRAS-E;11618;LEGRAS;47.529174, -0.5668900000000001;;;;0;;Europe/Paris;0
VALINIER;69725;PETITES VALINIERES;47.507204, -0.445;;;;0;;Europe/Paris;0
WJ23-E;13172;JEAN XXIII;47.448547, -0.563251;;;;0;;Europe/Paris;0
2ANRO;32091;ANGERS - ROSERAIE;47.443924, -0.554027;;;;0;;Europe/Paris;1
AROBA-E;31354;AROBASE;47.463994, -0.5316980000000001;;;;0;;Europe/Paris;0
PTFILLES;1435;PONT AUX FILLES;47.51201, -0.5150240000000001;;;;0;;Europe/Paris;0
MILLOTCO;6963;MILLOT SCOLAIRE;47.456943, -0.5334230000000001;;;;0;;Europe/Paris;0
CROIXV-E;28430;ROUTE DE BOUCHEMAINE;47.444974, -0.5772090000000001;;;;0;;Europe/Paris;0
CHDARR-E;31053;CHATEAU;47.469273, -0.5600320000000001;;;;0;;Europe/Paris;1
HUETTE-E;924330;HUETTERIE;47.458948, -0.4789360000000001;;;;0;;Europe/Paris;0
BOUTHOMA;29965;BOUCHE THOMAS;47.444822, -0.5500100000000001;;;;0;;Europe/Paris;1
LANDRE-E;31271;LE LANDREAU;47.474163, -0.6178500000000001;;;;0;;Europe/Paris;1
BARONERI;30230;SAINT AUBIN LA SALLE;47.489414, -0.5032010000000001;;;;0;;Europe/Paris;0
LOTVIL-E;788224;LOTISSEMENT VILLEVEQUE;47.556566, -0.4255610000000001;;;;0;;Europe/Paris;0
FMEDEC-E;2930;FACULTE DE MEDECINE;47.48739, -0.5525610000000001;;;;0;;Europe/Paris;1
1HSAU;3016;HAUTS DE SAINT AUBIN;47.492152, -0.5604220000000001;;;;0;;Europe/Paris;1
PONTLAIT;15506;PONT LAITIER;47.413158, -0.6170900000000001;;;;0;;Europe/Paris;1
BELFONTA;31709;MAISON DES ARTS;47.471851, -0.5377470000000001;;;;0;;Europe/Paris;1
BALANDE;29121;BASSE LANDE;47.505124, -0.5948200000000001;;;;0;;Europe/Paris;1
SARREN-E;115755;RENARDIÈRES SARRIGNÉ;47.493482, -0.389148;;;;0;;Europe/Paris;0
MAIRAV-E;14192;MAIRIE D'AVRILLE;47.504954, -0.5908140000000001;;;;0;;Europe/Paris;1
DESCAZEA;5599;DESCAZEAUX;47.477432, -0.5659450000000001;;;;0;;Europe/Paris;1
GARESEMA;21525;GARES SEMARD;47.464955, -0.559286;;;;0;;Europe/Paris;0
CHBBEILL;21074;CHAPELLE BELLE BEILLE;47.475812, -0.5861200000000001;;;;0;;Europe/Paris;1
VAUBAN;16296;VAUBAN;47.4602, -0.5608630000000001;;;;0;;Europe/Paris;1
AQUA-A5A;17213;AQUAVITA - CIRCULAIRE SENS A;47.493399, -0.5652860000000001;;;;0;;Europe/Paris;1
GENTR-E;30843;GENTRIC;47.447939, -0.4851860000000001;;;;0;;Europe/Paris;0
SARRMA-E;23555;MAIRIE DE SARRIGNE;47.501677, -0.383139;;;;0;;Europe/Paris;1
POISSONN;29689;COEUR DE MAINE;47.472316, -0.5571670000000001;;;;0;;Europe/Paris;1
MVIGNE-E;803997;MARCEL VIGNE;47.475158, -0.5824180000000001;;;;0;;Europe/Paris;1
LORRAIN2;31902;LORRAINE;47.470056, -0.5478850000000001;;;;0;;Europe/Paris;1
STCHARLE;146807;COLLEGE ST CHARLES;47.47564, -0.566938;;;;0;;Europe/Paris;0
BOUGONNI;27073;BOURGONNIER;47.462174, -0.5422270000000001;;;;0;;Europe/Paris;1
GENIE;17276;GENIE;47.457984, -0.5639090000000001;;;;0;;Europe/Paris;1
CTRETRI;2211;CENTRE DE TRI;47.452235, -0.5703360000000001;;;;0;;Europe/Paris;1
CIAVRILL;24835;CIMETIERE D'AVRILLE;47.506404, -0.5910720000000002;;;;0;;Europe/Paris;1
LECHEN-E;9672;LE CHENE;47.420738, -0.5774730000000001;;;;0;;Europe/Paris;0
CLOSNEUF;23457;CLOS NEUF;47.422402, -0.565475;;;;0;;Europe/Paris;1
ESNAUD-E;91404;L'ESNAUDERIE;47.593146, -0.5497150000000001;;;;0;;Europe/Paris;0
BARONNER;2861;SAINT AUBIN LA SALLE;47.489312, -0.5040800000000001;;;;0;;Europe/Paris;1
POINCARE;17808;POINCARE;47.499849, -0.5894990000000001;;;;0;;Europe/Paris;1
GPOMPIDO;2755;POMPIDOU;47.491891, -0.592339;;;;0;;Europe/Paris;0
VDLOIRE;6075;VAL DE LOIRE;47.449083, -0.513561;;;;0;;Europe/Paris;1
STLAUD;248626;COLLEGE SAINT LAUD;47.418504, -0.5227700000000001;;;;0;;Europe/Paris;0
SOLELEVA;25379;SOLEIL LEVANT;47.484629, -0.517592;;;;0;;Europe/Paris;1
SMATOFTO;299329;MAIRIE ST MATHURIN SUR LOIRE;47.409661, -0.321564;;;;0;;Europe/Paris;0
PISANI;517316;PISANI;47.482962, -0.5489440000000001;;;;0;;Europe/Paris;0
DELESC-E;22260;DELESCLUZE;47.466048, -0.605045;;;;0;;Europe/Paris;1
CHARRU-E;758914;CHARRUAU;47.37271, -0.5092130000000001;;;;0;;Europe/Paris;0
PRUILL;642291;PRUILLE;47.577165, -0.6627930000000001;;;;0;;Europe/Paris;0
BRAINA-E;364514;CRÉMAILLÈRE D'ARGENT;47.465282, -0.433265;;;;0;;Europe/Paris;0
CHARNASS;30008;CHARNASSERIE;47.491974, -0.5568830000000001;;;;0;;Europe/Paris;1
KENNEDY;32307;KENNEDY;47.492142, -0.5773490000000001;;;;0;;Europe/Paris;1
PAUGER;23604;PAUGER;47.482873, -0.6783180000000001;;;;0;;Europe/Paris;0
JEROST-E;16865;ROSTAND;47.434367, -0.5140740000000001;;;;0;;Europe/Paris;1
HERMITAG;16281;HERMITAGE;47.477762, -0.635924;;;;0;;Europe/Paris;1
VIEUXPOR;876933;VIEUX PORT;47.570296, -0.4954100000000001;;;;0;;Europe/Paris;0
BUCHET-E;306514;BUCHETIERE;47.559747, -0.428126;;;;0;;Europe/Paris;0
MELGRA-E;5864;MELGRANI;47.477923, -0.5916160000000001;;;;0;;Europe/Paris;0
ZICOPE-E;704348;COPERNIC;47.516842, -0.6104320000000001;;;;0;;Europe/Paris;1
FENCHFL;815465;CHAMP FLEURI FENEU;47.567914, -0.5793100000000001;;;;0;;Europe/Paris;0
GLYCINES;2847;GLYCINES;47.499006, -0.5238900000000001;;;;0;;Europe/Paris;0
GENETIER;30363;GENETIERE;47.495005, -0.442515;;;;0;;Europe/Paris;0
SOULBE-E;779714;BEAUREPAIRE SOULAIRE;47.556521, -0.5556310000000001;;;;0;;Europe/Paris;0
1ACAS;16233;ACACIAS;47.503646, -0.5863750000000001;;;;0;;Europe/Paris;1
LOUET -E;10791;LOUET;47.412455, -0.5239340000000001;;;;0;;Europe/Paris;0
DSCASUB;661157;DESCAZEAUX SUB;47.476912, -0.5673110000000001;;;;0;;Europe/Paris;0
DSBAR-CV;2951;ZI EST;47.475293, -0.4955810000000001;;;;0;;Europe/Paris;1
GALLIE;3438;GALLIENI;47.434617, -0.5245720000000001;;;;0;;Europe/Paris;1
HOTDIE-E;22507;HOTEL DIEU;47.479368, -0.5610840000000001;;;;0;;Europe/Paris;1
BRIOLL-E;24952;MAIRIE DE BRIOLLAY;47.563692, -0.5076460000000002;;;;0;;Europe/Paris;0
BRAINN-E;145513;NARCE;47.448579, -0.431165;;;;0;;Europe/Paris;0
MON1;7834;MONGAZON;47.460963, -0.5286720000000001;;;;0;;Europe/Paris;1
SEMARD;27110;GARES SEMARD;47.46454, -0.5600870000000001;;;;0;;Europe/Paris;1
DUBE;11379;DUBE;47.415859, -0.5230380000000001;;;;0;;Europe/Paris;1
PAPERIE;25531;PAPERIE;47.468722, -0.5070360000000002;;;;0;;Europe/Paris;1
BLERIOT;22166;BLERIOT;47.485947, -0.5635640000000001;;;;0;;Europe/Paris;1
STGILLES;17692;SAINT GILLES PLESSIS GRAMMOIRE;47.495169, -0.432124;;;;0;;Europe/Paris;1
COUTAR-E;268168;COUTARDIÈRE;47.466232, -0.408159;;;;0;;Europe/Paris;0
BELAIR-E;15243;BEL AIR;47.529907, -0.6073030000000001;;;;0;;Europe/Paris;1
HERMIT-E;16836;HERMITAGE;47.477759, -0.6353030000000001;;;;0;;Europe/Paris;1
PLMACE-E;17244;MAIRIE DU PLESSIS MACE;47.544088, -0.6747580000000001;;;;0;;Europe/Paris;0
MAUFIN-E;17293;MAUFINEE;47.502602, -0.5888210000000001;;;;0;;Europe/Paris;1
REUSSIER;434069;REUSSIERES;47.569408, -0.5643210000000001;;;;0;;Europe/Paris;0
CRESSO-E;191441;CRESSONNIERE;47.474326, -0.4923400000000001;;;;0;;Europe/Paris;0
SMATGD-E;737761;GRANDE RUE;47.41104, -0.333323;;;;0;;Europe/Paris;0
VIRELET;259631;VIRELET;47.478741, -0.340244;;;;0;;Europe/Paris;0
MONTAI-E;19218;MONTAIGNE;47.469498, -0.5315870000000001;;;;0;;Europe/Paris;1
MANSION;757176;MANSION;47.477068, -0.5882440000000001;;;;0;;Europe/Paris;1
MILLAR-E;10309;MILLARDIERE;47.513919, -0.4737460000000001;;;;0;;Europe/Paris;1
VOISINAY;896110;VOISINAY;47.418918, -0.345394;;;;0;;Europe/Paris;0
ECLATERI;28347;ECLATERIES;47.451199, -0.5197330000000001;;;;0;;Europe/Paris;1
EDF;6009;BERGERIE;47.487553, -0.4712360000000001;;;;0;;Europe/Paris;0
CLOSVI-E;20765;CLOS DE LA VIGNE;47.441641, -0.6112580000000001;;;;0;;Europe/Paris;1
PELEGL-E;21148;EGLISE DE PELLOUAILLES;47.521494, -0.443926;;;;0;;Europe/Paris;0
PAQURA-E;703249;PAQUERAIE;47.481102, -0.4101350000000001;;;;0;;Europe/Paris;0
CLAIE;3838;CLAIE;47.460763, -0.6271120000000001;;;;0;;Europe/Paris;0
FRATER;49164;FRATERNITE;47.491015, -0.5623710000000001;;;;0;;Europe/Paris;1
BOUVET;3637;BOUVET;47.562726, -0.6752950000000001;;;;0;;Europe/Paris;0
ITALIE;9717;ITALIE;47.524529, -0.6023750000000001;;;;0;;Europe/Paris;1
LESGARES;20210;LES GARES;47.465168, -0.5557900000000001;;;;0;;Europe/Paris;1
KENNED-E;21066;KENNEDY;47.49216, -0.5771530000000001;;;;0;;Europe/Paris;1
AQUITA-E;14482;ALIENOR D'AQUITAINE;47.463023, -0.6150730000000001;;;;0;;Europe/Paris;1
CLEMOI-E;26438;CONSTANT LEMOINE;47.471959, -0.5416210000000001;;;;0;;Europe/Paris;1
FREMUR;18974;FREMUR;47.45871, -0.558224;;;;0;;Europe/Paris;1
ORMEAUX;17473;ORMEAUX;47.479954, -0.5197380000000001;;;;0;;Europe/Paris;1
MBRIAN-E;380053;MARIUS BRIANT;47.473864, -0.5772360000000001;;;;0;;Europe/Paris;1
GERI25-E;19686;GRANDS RUAUX;47.565971, -0.555452;;;;0;;Europe/Paris;0
MINDIERE;800356;CHEMIN DE LA MINDIERE;47.44, -0.6304540000000001;;;;0;;Europe/Paris;0
BIRGTE-E;13020;BIRGE;47.475222, -0.5197730000000002;;;;0;;Europe/Paris;1
BELOEI-E;15961;BEL OEIL;47.427039, -0.5567710000000001;;;;0;;Europe/Paris;0
BARRA-E;690505;BARRA;47.483822, -0.5637330000000002;;;;0;;Europe/Paris;1
VILLEN-E;12314;VILLENEUVE;47.508319, -0.434702;;;;0;;Europe/Paris;0
ANDARE-E;503720;REZEAU supprimé;47.466847, -0.381857;;;;0;;Europe/Paris;0
VALLO-E;21364;VALLON;47.463497, -0.6025810000000001;;;;0;;Europe/Paris;1
ARAGON;25304;ARAGON;47.471657, -0.5666120000000001;;;;0;;Europe/Paris;0
CCHEMINE;30005;CROIX DE CHEMINEE;47.467762, -0.5032280000000001;;;;0;;Europe/Paris;0
CRFRUX-E;10392;CROIX DES FRUX;47.503348, -0.6909670000000001;;;;0;;Europe/Paris;0
MOULAN-E;186690;MOULIN DES LANDES;47.530148, -0.4763640000000001;;;;0;;Europe/Paris;0
PELSTADE;26074;STADE DE PELLOUAILLES;47.52324, -0.438945;;;;0;;Europe/Paris;0
DUBELLAY;3061;DU BELLAY;47.492473, -0.5133790000000001;;;;0;;Europe/Paris;0
PIVERD-E;31587;PIVERDIERE;47.437392, -0.6098290000000001;;;;0;;Europe/Paris;1
TOURAINE;26936;TOURAINE;47.539045, -0.435465;;;;0;;Europe/Paris;0
PATUREAU;20375;PATUREAUX;47.433815, -0.5280220000000001;;;;0;;Europe/Paris;1
GARDOT;27530;GARDOT;47.468285, -0.5333530000000001;;;;0;;Europe/Paris;1
CSARTHE;114;CROIX DE SARTHE;47.53995, -0.5703100000000001;;;;0;;Europe/Paris;0
BANCHAIS;25147;BANCHAIS;47.485298, -0.51216;;;;0;;Europe/Paris;1
BSOLEIL;30366;BEAU SOLEIL;47.426576, -0.7212570000000001;;;;0;;Europe/Paris;0
CLAUBE;;CLOS AU BEURRE;47.390634, -0.5629260000000001;;;;0;;Europe/Paris;0
CNFPT-E;32156;CNFPT;47.471807, -0.6000860000000001;;;;0;;Europe/Paris;1
DAGUEGLI;114161;DAGUENIERE PLACE DE L'EGLISE;47.419408, -0.436785;;;;0;;Europe/Paris;0
LECLERC5;32620;LECLERC;47.483075, -0.576015;;;;0;;Europe/Paris;1
DEUCRO-E;45594;2 CROIX;47.47503, -0.5288290000000001;;;;0;;Europe/Paris;1
MICHELET;28118;MICHELET;47.463532, -0.5455090000000001;;;;0;;Europe/Paris;1
TUFFIE-E;818343;TUFFIÈRE;47.503131, -0.376603;;;;0;;Europe/Paris;0
LESGAT-E;24961;LES GAS;47.514576, -0.6595750000000001;;;;0;;Europe/Paris;0
GRANDM-E;12485;GRANDMONT;47.486947, -0.5879920000000001;;;;0;;Europe/Paris;1
VEAUDO-E;53114;VEAU DORÉ;47.476428, -0.413401;;;;0;;Europe/Paris;0
CESARG-E;23705;CÉSAR GEOFFRAY;47.458387, -0.5454940000000001;;;;0;;Europe/Paris;1
BOISEP-E;617836;BOIS D'EPINARD;47.474442, -0.330299;;;;0;;Europe/Paris;0
RTINAR-E;273;ROCHE TINARD;47.496041, -0.402326;;;;0;;Europe/Paris;0
MONTREP;27125;REPUBLIQUE MONTREUIL;47.528839, -0.6112080000000001;;;;0;;Europe/Paris;1
FOUDON;534977;FOUDON;47.492288, -0.4253680000000001;;;;0;;Europe/Paris;0
LECOLO-E;26859;ROUTE DU PLESSIS;47.525467, -0.6668490000000001;;;;0;;Europe/Paris;0
GRANMA-E;605765;GRAND MAISON;47.546145, -0.4785450000000001;;;;0;;Europe/Paris;0
ECOBAU-D;366802;ECOLE DE BAUNE;47.503093, -0.316221;;;;0;;Europe/Paris;0
ESPACE5B;6519;ESPACE ANJOU;47.467591, -0.520484;;;;0;;Europe/Paris;1
CRESSONN;407603;CRESSONNIERE;47.474331, -0.4920680000000001;;;;0;;Europe/Paris;0
MALEMB-E;1504;ZI TRELAZE - MALEMBARDIERES;47.45165, -0.4733980000000001;;;;0;;Europe/Paris;0
AARD-7E;27206;AVRILLE - ARDENNE;47.512074, -0.5966470000000001;;;;0;;Europe/Paris;1
VERNEREN;32066;VERNEAU AQUAVITA;47.493095, -0.5686630000000001;;;;0;;Europe/Paris;1
POLIGU-E;85187;POLIGUET;47.494567, -0.397164;;;;0;;Europe/Paris;0
LHOI11-E;19931;LAC DE MAINE - L'HOIRIE;47.467167, -0.6184900000000001;;;;0;;Europe/Paris;1
1STGI;23494;SAINT GILLES;47.506512, -0.5895390000000001;;;;0;;Europe/Paris;1
RANGEA-E;28686;RANGEARDIERE;47.410148, -0.6228020000000001;;;;0;;Europe/Paris;1
LETAND-E;13125;LETANDUERE;47.452407, -0.553255;;;;0;;Europe/Paris;1
MILLOT.;4218;SAUMUROISE;47.457313, -0.5325010000000001;;;;0;;Europe/Paris;1
CHVERT-E;24160;CHENE VERT;47.470421, -0.5166320000000001;;;;0;;Europe/Paris;1
PRINCE-E;25212;PRINCE;47.389561, -0.5258870000000001;;;;0;;Europe/Paris;0
MASSON;12311;MASSON;47.53174, -0.567494;;;;0;;Europe/Paris;0
BESNARDI;96684;BESNARDIERE;47.479947, -0.5441720000000001;;;;0;;Europe/Paris;0
PARC;2377;RONCEVAUX;47.486741, -0.5986960000000001;;;;0;;Europe/Paris;0
MONPROF.;29382;MONPROFIT;47.474262, -0.5666070000000001;;;;0;;Europe/Paris;1
STAUBIN;22468;FOCH SAINT AUBIN;47.468556, -0.5500320000000001;;;;0;;Europe/Paris;1
